Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.062,37.149,927.149,73.342,73.873,74.704,75.88,4.136,0,4.136,89.999,8.845,13.307,31.94,-102,0.493,0,9.997,0.002,80.899,89.999,20362.93,5845.829,13.43,0.067,9.792,224.128,189.422,2.236,1766.478,8.859,24.647,0.42,0.291,0.003,0.126,0.42,0.075,0.145,0,0,0,0,0,0.024,3.552,90,8.974,906.885,0.001,336.737,0.221,14020751.559,15.524,189.288,0.05,0.017,0.009
1.112,40.909,930.909,77.081,77.669,74.864,76.206,4.596,0,4.596,89.999,9.533,14.236,31.94,-102,0.172,0,10.198,0.004,80.393,89.999,20319.03,5801.929,13.396,0.067,9.792,225.076,189.234,2.309,1771.615,8.904,27.281,0.421,0.291,0.003,0.127,0.421,0.026,0.037,0,0,0,0,0,0.022,3.752,90,8.949,906.465,0.001,336.722,0.232,14739181.942,15.524,189.288,0.05,0.017,0.01
1.162,44.857,934.857,80.828,81.478,74.99,76.529,5.091,0,5.091,89.999,10.271,15.271,31.94,-102,0.286,0,-10.082,0.003,79.884,89.999,20275.13,5758.029,13.361,0.066,9.792,224.769,189.044,2.301,1776.751,8.949,30.062,0.422,0.29,0.004,0.128,0.422,0.043,0.12,-0,0,0,0,0,-0.02,3.734,90,8.923,906.024,0.001,336.706,0.244,15452926.184,15.524,189.288,0.05,0.017,0.01
1.212,48.992,938.992,84.58,85.3,75.106,76.845,5.624,0,5.624,89.999,11.058,16.258,31.94,-102,0.601,0,-9.675,0.002,79.389,89.999,20231.23,5714.129,13.326,0.066,9.792,223.895,188.854,2.257,1781.887,8.995,33.042,0.423,0.29,0.004,0.128,0.423,0.093,0.225,0,0,0,0,0,-0.017,3.871,90,8.897,905.562,0.001,336.69,0.255,16173762.009,15.524,189.288,0.05,0.018,0.011
1.262,53.315,943.315,88.337,89.135,75.194,77.158,6.197,0,6.197,89.999,11.899,17.296,31.94,-102,0.995,0,-8.817,0.001,78.925,89.998,20187.33,5670.23,13.291,0.066,9.792,222.836,188.663,2.201,1787.024,9.04,36.193,0.424,0.29,0.004,0.129,0.425,0.156,0.356,0,0,0,0,0,-0.013,3.805,90,8.868,905.079,0.001,336.673,0.266,16889894.629,15.524,189.288,0.05,0.018,0.011
1.312,57.826,947.826,92.101,92.983,75.343,77.451,6.814,0,6.814,89.999,12.779,17.946,31.94,-102,0.882,0,-7.852,0.001,78.508,89.998,20143.431,5626.33,13.256,0.066,9.792,223.169,188.472,2.235,1792.16,9.086,39.532,0.425,0.29,0.005,0.13,0.426,0.138,0.317,-0,0,0,0,0,-0.009,4.472,90,8.839,904.575,0.001,336.655,0.278,17632649.306,15.524,189.288,0.05,0.018,0.012
1.362,62.525,952.525,95.871,96.844,75.439,77.747,7.476,0,7.476,89.998,13.698,18.803,31.94,-102,1.138,0,-6.679,0.001,78.144,89.998,20099.531,5582.43,13.22,0.066,9.792,222.508,188.279,2.205,1797.296,9.132,43.018,0.426,0.29,0.005,0.131,0.427,0.18,0.403,-0,0,0,0,0,-0.006,4.448,90,8.809,904.05,0.001,336.637,0.29,18353805.518,15.524,189.288,0.05,0.018,0.012
1.412,67.413,957.413,99.645,100.717,75.552,78.033,8.185,0,8.185,89.998,14.658,19.518,31.94,-102,1.301,0,-5.121,0.001,77.847,89.997,20055.631,5538.53,13.185,0.066,9.792,222.108,188.085,2.192,1802.432,9.178,46.668,0.427,0.29,0.006,0.132,0.429,0.208,0.459,0,0,0,0,0,-0.003,4.443,90,8.777,903.504,0.001,336.618,0.301,19077188.451,15.524,189.288,0.05,0.018,0.013
1.462,72.49,962.49,103.427,104.604,75.731,78.3,8.942,0,8.942,89.998,15.643,19.895,31.94,-102,1.211,0,-3.447,0.001,77.633,89.997,20011.731,5494.63,13.149,0.066,9.792,222.377,187.891,2.221,1807.569,9.225,50.466,0.428,0.289,0.006,0.133,0.43,0.193,0.43,0,0,0,0,0,-0.001,4.753,90,8.744,902.936,0.001,336.598,0.313,19813451.103,15.524,189.288,0.05,0.018,0.013
1.512,77.756,967.756,107.218,108.503,75.914,78.562,9.749,0,9.749,89.998,16.648,20.225,31.94,-102,1.21,0,-1.647,0,77.505,89.997,19967.831,5450.731,13.113,0.066,9.792,222.415,187.696,2.236,1812.705,9.271,54.41,0.429,0.289,0.007,0.134,0.431,0.192,0.43,-0,0,0,0,0,-0,4.748,90,8.71,902.348,0.001,336.577,0.325,20539935.438,15.524,189.288,0.05,0.019,0.013
1.562,83.212,973.212,111.02,112.416,76.148,78.808,10.607,0,10.607,89.998,17.66,20.305,31.94,-102,1.102,0,0.149,0,77.468,89.997,19923.931,5406.831,13.077,0.066,9.792,222.735,187.5,2.27,1817.841,9.318,58.499,0.431,0.289,0.007,0.135,0.432,0.175,0.397,-0,0,0,0,0,0,4.786,90,8.674,901.739,0.001,336.555,0.337,21269437.252,15.524,189.288,0.05,0.019,0.014
1.612,88.858,978.858,114.832,116.342,76.356,79.056,11.515,0,11.515,89.998,18.681,20.485,31.94,-102,1.212,0,2.146,0,77.524,89.997,19880.032,5362.931,13.041,0.066,9.792,222.477,187.303,2.266,1822.977,9.365,62.714,0.432,0.289,0.008,0.136,0.434,0.193,0.437,-0,0,0,0,0,0,4.19,90,8.637,901.108,0.001,336.533,0.348,21976790.856,15.524,189.288,0.04,0.019,0.014
1.652,93.543,983.543,117.91,119.513,76.567,79.245,12.284,0,12.284,89.998,19.505,20.427,31.94,-102,1.22,0,3.953,0.001,77.646,89.997,19844.685,5327.585,13.012,0.066,9.792,222.485,187.144,2.276,1827.113,9.403,66.202,0.433,0.288,0.008,0.137,0.435,0.195,0.441,-0,0,0,0,0,0.001,3.699,90,8.607,900.584,0.001,336.515,0.357,22546937.225,15.524,189.288,0.05,0.019,0.015
1.702,99.534,989.534,121.735,123.45,76.443,78.912,13.285,0.001,13.285,89.998,20.507,19.584,31.94,-102,0.842,0,5.978,0.002,77.897,89.996,19801.015,5283.914,12.976,0.066,9.792,223.542,186.946,2.357,1821.672,9.396,70.664,0.435,0.288,0.009,0.138,0.435,0.132,0.308,0,0,0,0,0,0.003,3.732,90,8.568,899.915,0.001,336.491,0.369,23277073.69,15.524,189.288,0.05,0.019,0.015
1.752,105.717,995.717,125.555,127.376,76.339,78.568,14.334,0.001,14.334,89.997,21.462,18.583,31.94,-102,0.478,0,7.372,0.004,78.233,89.996,19757.344,5240.243,12.939,0.066,9.792,224.599,186.748,2.438,1816.23,9.388,75.286,0.436,0.288,0.009,0.139,0.436,0.074,0.175,-0,0,0,0,0,0.004,3.602,90,8.528,899.224,0.001,336.467,0.381,23997450.26,15.524,189.288,0.05,0.02,0.016
1.802,112.09,1002.09,129.369,131.288,76.232,78.216,15.43,0.001,15.43,89.997,22.364,17.506,31.94,-102,0.147,0,8.06,0.012,78.622,89.995,19713.673,5196.572,12.903,0.066,9.792,225.595,186.549,2.515,1810.789,9.381,80.078,0.438,0.288,0.01,0.14,0.438,0.022,0.051,0,0,0,0,0,0.005,3.325,90,8.486,898.523,0.001,336.442,0.392,24708763.789,15.524,189.288,0.05,0.02,0.016
1.852,118.653,1008.653,133.177,135.185,76.09,77.861,16.569,0.001,16.569,89.997,23.215,16.51,31.94,-102,0.081,0,-8.113,0.022,79.029,89.994,19670.002,5152.901,12.866,0.066,9.792,225.829,186.349,2.543,1805.348,9.373,85.003,0.439,0.287,0.011,0.141,0.439,0.012,0.036,-0,0,0,0,0,-0.005,2.798,90,8.444,897.825,0.001,336.416,0.403,25407558.139,15.524,189.288,0.05,0.02,0.017
1.902,125.407,1015.407,136.979,139.067,75.973,77.485,17.75,0.001,17.75,89.997,24.008,15.233,31.94,-102,0.471,0,-7.335,0.003,79.419,89.994,19626.331,5109.23,12.829,0.066,9.792,224.743,186.148,2.486,1799.907,9.366,90.264,0.441,0.287,0.011,0.142,0.441,0.073,0.184,0,0,0,0,0,-0.004,2.745,90,8.4,897.107,0.001,336.389,0.415,26119153.493,15.524,189.288,0.05,0.02,0.017
1.952,132.351,1022.351,140.774,142.931,75.818,77.103,18.969,0.001,18.969,89.997,24.738,14.017,31.94,-102,0.826,0,-5.466,-0.001,79.744,89.993,19582.66,5065.56,12.792,0.066,9.792,223.794,185.946,2.438,1794.465,9.359,95.795,0.443,0.287,0.012,0.144,0.443,0.13,0.319,0,0,0,0,0,-0.002,2.835,90,8.355,896.368,0.001,336.362,0.426,26831245.927,15.524,189.288,0.05,0.02,0.018
2.002,139.484,1029.484,144.559,146.777,75.576,76.723,20.223,0.001,20.223,89.997,25.418,13.218,31.94,-102,1.008,-0,-2.704,-0.002,79.951,89.992,19538.989,5021.889,12.755,0.066,9.792,223.343,185.743,2.422,1789.024,9.351,101.431,0.444,0.287,0.013,0.145,0.446,0.16,0.387,0,0,0,0,0,-0,2.832,90,8.308,895.609,0.001,336.334,0.438,27535135.348,15.524,189.288,0.05,0.02,0.018
2.052,146.807,1036.807,148.33,150.603,75.265,76.338,21.51,0.001,21.51,89.997,26.065,12.754,31.94,-102,1.115,-0,0.681,-0.003,80.004,89.991,19495.319,4978.218,12.718,0.066,9.792,223.103,185.539,2.42,1783.583,9.343,107.268,0.446,0.286,0.014,0.146,0.448,0.178,0.431,-0,0,0,0,0,0,3.068,90,8.261,894.83,0.001,336.305,0.449,28242707.008,15.524,189.288,0.05,0.021,0.019
2.102,154.317,1044.317,152.083,154.41,74.835,75.955,22.83,0.001,22.83,89.996,26.706,12.994,31.94,-102,1.003,0,4.257,-0.004,79.879,89.99,19451.648,4934.547,12.681,0.065,9.792,223.453,185.335,2.455,1778.142,9.336,113.088,0.448,0.286,0.014,0.148,0.449,0.159,0.391,0,0,0,0,0,0.001,3.196,90,8.212,894.032,0.001,336.275,0.461,28941583.945,15.524,189.288,0.05,0.021,0.019
2.152,162.015,1052.015,155.812,158.198,74.284,75.574,24.181,0.002,24.181,89.996,27.376,13.902,31.94,-102,0.706,0,7.301,-0.007,79.587,89.99,19407.977,4890.876,12.643,0.065,9.792,224.316,185.129,2.524,1772.7,9.328,118.941,0.45,0.286,0.015,0.149,0.451,0.111,0.276,-0,0,0,0,0,0.003,3.246,90,8.162,893.213,0.001,336.245,0.472,29632923.844,15.524,189.288,0.05,0.021,0.02
2.202,169.898,1059.898,159.512,161.967,73.687,75.179,25.568,0.002,25.568,89.996,28.094,14.904,31.94,-102,0.468,-0,9.527,-0.009,79.163,89.99,19364.306,4847.205,12.605,0.065,9.792,225.035,184.923,2.584,1767.259,9.321,125.181,0.452,0.285,0.016,0.15,0.452,0.073,0.183,-0,0,0,0,0,0.005,3.794,90,8.111,892.374,0.001,336.214,0.484,30337508.845,15.524,189.288,0.05,0.021,0.02
2.252,177.965,1067.965,163.177,165.714,72.931,74.805,26.992,0.002,26.992,89.996,28.882,16.643,31.94,-102,0.03,-0,-10.364,-0.107,78.658,89.991,19320.635,4803.534,12.567,0.065,9.792,226.357,184.715,2.682,1761.818,9.313,131.405,0.454,0.285,0.017,0.152,0.454,0.005,0.017,0,0,0,0,0,-0.005,3.761,90,8.058,891.516,0.001,336.182,0.495,31016028.379,15.524,189.288,0.05,0.021,0.021
2.302,186.215,1076.215,166.803,169.437,72.086,74.446,28.458,0.002,28.458,89.996,29.764,18.599,31.94,-102,0.584,-0,-8.961,-0.004,78.165,89.993,19276.964,4759.864,12.529,0.065,9.791,224.809,184.507,2.596,1756.377,9.305,137.902,0.456,0.285,0.018,0.153,0.456,0.091,0.241,0,0,0,0,0,-0.004,3.42,90,8.005,890.639,0.001,336.15,0.506,31678019.071,15.524,189.288,0.05,0.022,0.021
2.352,194.645,1084.645,170.387,173.137,71.324,74.069,29.97,0.002,29.97,89.995,30.731,19.975,31.94,-102,0.921,0,-5.502,-0.001,77.796,89.993,19233.293,4716.193,12.491,0.065,9.791,223.933,184.298,2.553,1750.935,9.298,144.694,0.458,0.284,0.019,0.155,0.459,0.146,0.375,-0,0,0,0,0,-0.001,3.263,90,7.95,889.742,0.001,336.116,0.517,32341026.76,15.524,189.288,0.048,0.022,0.022
2.4,202.829,1092.829,173.767,176.633,70.834,73.65,31.454,0.003,31.454,89.995,31.689,20.17,31.94,-102,0.903,0,-1.377,-0.003,77.632,89.994,19191.755,4674.655,12.454,0.065,9.791,224.036,184.098,2.573,1745.76,9.29,151.246,0.46,0.284,0.02,0.156,0.461,0.144,0.369,-0,0,0,0,0,-0,3.551,90,7.897,888.871,0.001,336.084,0.528,32982372.611,15.524,189.288,0.046,0.022,0.022
2.446,210.943,1100.943,177.036,180.015,70.532,73.201,32.942,0.003,32.942,89.995,32.611,19.585,31.94,-102,0.707,-0,2.34,-0.002,77.657,89.995,19151.351,4634.25,12.418,0.065,9.791,224.634,183.902,2.624,1740.726,9.283,157.633,0.462,0.284,0.021,0.158,0.463,0.112,0.292,0,0,0,0,0,0,3.842,90,7.844,888.008,0.001,336.052,0.538,33602044.277,15.524,189.288,0.05,0.022,0.022
2.496,219.883,1109.883,180.558,183.65,70.349,72.682,34.596,0.003,34.596,89.995,33.56,18.264,31.94,-102,0.351,-0,5.119,-0.005,77.851,89.994,19107.68,4590.579,12.38,0.065,9.791,225.708,183.69,2.707,1735.284,9.275,164.664,0.465,0.283,0.022,0.159,0.465,0.054,0.147,-0,0,0,0,0,0.001,4.155,90,7.786,887.057,0.001,336.017,0.549,34266669.347,15.524,189.288,0.05,0.022,0.023
2.546,228.998,1118.998,184.071,187.265,70.183,72.159,36.296,0.003,36.296,89.995,34.436,16.773,31.94,-102,0.001,-0,-5.645,-2.187,78.138,89.994,19064.009,4546.909,12.341,0.065,9.791,226.799,183.477,2.791,1729.843,9.267,171.874,0.467,0.283,0.023,0.161,0.467,0,0.002,0,0,0,0,0,-0.001,4.229,90,7.727,886.088,0.001,335.981,0.56,34916675.475,15.524,189.288,0.05,0.022,0.023
2.596,238.29,1128.29,187.575,190.857,69.969,71.641,38.039,0.004,38.039,89.995,35.239,15.386,31.94,-102,0.292,0,-5.147,-0.008,78.425,89.993,19020.338,4503.238,12.301,0.065,9.791,226.017,183.263,2.754,1724.402,9.259,179.295,0.469,0.283,0.024,0.162,0.47,0.045,0.126,-0,0,0,0,0,-0.001,4.176,90,7.666,885.099,0.001,335.945,0.571,35555891.775,15.524,189.288,0.05,0.023,0.024
2.646,247.756,1137.756,191.069,194.425,69.747,71.107,39.819,0.004,39.819,89.994,35.968,13.842,31.94,-102,0.638,-0,-2.282,-0.004,78.62,89.992,18976.668,4459.567,12.262,0.065,9.791,225.109,183.048,2.709,1718.961,9.251,187.271,0.472,0.282,0.026,0.164,0.473,0.101,0.273,0,0,0,0,0,-0,4.709,90,7.605,884.092,0.001,335.907,0.582,36211311.756,15.524,189.288,0.03,0.023,0.024
2.676,253.554,1143.554,193.17,196.566,69.461,70.803,40.911,0.004,40.911,89.994,36.383,13.718,31.94,-102,0.63,-0,0.153,-0.006,78.652,89.991,18950.306,4433.205,12.238,0.065,9.791,225.178,182.918,2.722,1715.676,9.247,191.855,0.474,0.282,0.027,0.165,0.474,0.099,0.271,0,0,0,0,0,0,4.599,90,7.567,883.476,0.001,335.884,0.588,36587244.332,15.524,189.288,0.045,0.023,0.024
2.721,262.371,1152.371,196.295,199.754,68.614,70.007,42.572,0.004,42.572,89.994,37.01,13.895,31.94,-102,0.546,-0,3.478,-0.003,78.568,89.99,18915.273,4398.172,12.207,0.065,9.791,225.482,182.744,2.753,1704.767,9.205,198.865,0.476,0.282,0.028,0.166,0.476,0.086,0.236,-0,0,0,0,0,0,4.635,90,7.51,882.538,0.001,335.85,0.597,37153313.573,15.524,189.288,0.05,0.023,0.025
2.771,272.271,1162.271,199.7,203.231,67.553,69.123,44.44,0.005,44.44,89.994,37.718,14.65,31.94,-102,0.364,-0,6.703,-0.004,78.309,89.99,18876.581,4359.481,12.171,0.065,9.791,226.081,182.552,2.804,1692.719,9.159,206.797,0.479,0.281,0.029,0.168,0.479,0.057,0.158,-0,0,0,0,0,0.001,4.931,90,7.445,881.485,0.001,335.811,0.608,37779057.324,15.524,189.288,0.05,0.023,0.025
2.821,282.34,1172.34,203.047,206.663,66.299,68.266,46.345,0.005,46.345,89.994,38.488,16.271,31.94,-102,0.007,-0,-8.043,-0.136,77.93,89.991,18837.89,4320.789,12.136,0.065,9.791,227.208,182.359,2.889,1680.671,9.112,214.699,0.481,0.281,0.031,0.17,0.481,0.001,0.005,-0,0,0,0,0,-0.002,4.906,90,7.38,880.414,0.001,335.771,0.618,38382786.15,15.524,189.288,0.05,0.023,0.026
2.871,292.574,1182.574,206.329,210.047,64.982,67.433,48.291,0.005,48.291,89.994,39.347,18.013,31.94,-101.999,0.391,-0,-6.465,-0.002,77.556,89.991,18799.199,4282.098,12.101,0.065,9.791,226.168,182.165,2.834,1668.623,9.065,222.805,0.484,0.281,0.032,0.171,0.484,0.061,0.175,-0,0,0,0,0,-0.001,4.712,90,7.313,879.325,0.001,335.731,0.628,38970030.495,15.524,189.288,0.05,0.027,0.026
2.921,302.972,1192.972,209.548,213.384,63.843,66.562,50.281,0.006,50.281,89.994,40.275,18.83,31.94,-101.999,0.559,-0,-2.563,-0.001,77.324,89.992,18760.507,4243.406,12.065,0.065,9.791,225.773,181.97,2.822,1656.575,9.018,231.12,0.487,0.28,0.033,0.173,0.487,0.088,0.25,0,0,0,0,0,-0,4.711,90,7.246,878.219,0.001,335.69,0.638,39554595.597,15.524,189.288,0.046,0.027,0.027
2.967,312.617,1202.617,212.448,216.393,63.014,65.714,52.142,0.006,52.142,89.993,41.131,18.643,31.94,-101.999,0.535,-0,1.364,-0.005,77.297,89.992,18725.131,4208.031,12.032,0.065,9.791,225.92,181.791,2.843,1645.56,8.975,238.67,0.489,0.28,0.035,0.175,0.49,0.085,0.24,-0,0,0,0,0,0,4.678,90,7.183,877.193,0.001,335.652,0.647,40078903.771,15.524,189.288,0.046,0.028,0.027
3.013,322.514,1212.514,215.346,219.4,62.328,64.829,54.064,0.006,54.064,89.993,41.98,17.832,31.94,-101.999,0.418,-0,5.154,-0.003,77.451,89.993,18689.33,4172.23,11.999,0.065,9.791,226.331,181.609,2.881,1634.412,8.932,246.139,0.492,0.28,0.036,0.176,0.492,0.066,0.189,0,0,0,0,0,0.001,4.309,90,7.119,876.14,0.001,335.613,0.656,40587970.146,15.524,189.288,0.05,0.028,0.027
3.063,333.359,1223.359,218.45,222.607,61.829,63.806,56.185,0.007,56.185,89.993,42.823,15.762,31.94,-101.999,0.062,-0,7.318,-0.024,77.775,89.992,18650.639,4133.538,11.963,0.065,9.791,227.454,181.412,2.966,1622.364,8.884,254.448,0.495,0.279,0.038,0.178,0.495,0.01,0.027,0,0,0,0,0,0.001,4.26,90,7.048,874.987,0.001,335.57,0.666,41142107.855,15.524,189.288,0.05,0.028,0.028
3.113,344.358,1234.358,221.53,225.77,61.35,62.788,58.345,0.007,58.345,89.993,43.549,13.364,31.94,-101.999,0.345,-0,-5.901,-0.005,78.12,89.991,18611.948,4094.847,11.927,0.064,9.791,226.716,181.214,2.931,1610.316,8.837,263.206,0.498,0.279,0.04,0.179,0.498,0.054,0.161,-0,0,0,0,0,-0.001,4.449,90,6.977,873.817,0.001,335.527,0.676,41695195.444,15.524,189.288,0.05,0.028,0.028
3.163,355.511,1245.511,224.581,228.884,60.658,61.807,60.538,0.008,60.538,89.993,44.176,11.863,31.94,-101.999,0.564,-0,-1.578,-0.006,78.315,89.99,18573.256,4056.156,11.89,0.064,9.791,226.179,181.015,2.909,1598.268,8.789,272.09,0.501,0.278,0.041,0.181,0.501,0.09,0.261,0,0,0,0,0,-0,4.581,90,6.904,872.63,0.001,335.483,0.685,42235456.102,15.524,189.288,0.038,0.028,0.029
3.201,364.03,1254.03,226.858,231.203,59.969,61.067,62.214,0.008,62.214,89.993,44.615,11.526,31.94,-101.999,0.596,-0,2.693,-0.005,78.295,89.989,18544.051,4026.95,11.863,0.064,9.791,226.158,180.864,2.918,1589.174,8.753,278.869,0.503,0.278,0.043,0.182,0.504,0.095,0.277,-0,0,0,0,0,0,4.853,90,6.849,871.724,0.001,335.449,0.692,42642859.962,15.524,189.288,0.035,0.028,0.029
3.236,371.953,1261.953,228.928,233.314,59.133,60.392,63.772,0.008,63.772,89.993,45.026,12.268,31.94,-101.999,0.443,-0,6.286,-0.008,78.136,89.989,18517.147,4000.047,11.838,0.064,9.791,226.655,180.725,2.959,1580.797,8.719,284.874,0.506,0.278,0.044,0.183,0.506,0.07,0.207,-0,0,0,0,0,0.001,4.917,90,6.797,870.881,0.001,335.418,0.699,43005593.512,15.524,189.288,0.046,0.029,0.029
3.281,382.483,1272.483,231.605,236.055,57.913,59.507,65.844,0.009,65.844,89.993,45.62,13.679,31.94,-101.999,0.192,-0,9.149,-0.019,77.775,89.988,18481.761,3964.66,11.804,0.064,9.791,227.466,180.541,3.023,1569.778,8.675,293.114,0.509,0.278,0.046,0.185,0.509,0.03,0.09,-0,0,0,0,0,0.002,5.374,90,6.729,869.761,0.001,335.377,0.707,43489764.134,15.524,189.288,0.05,0.029,0.029
3.331,394.135,1284.135,234.463,239.002,56.342,58.619,68.143,0.009,68.143,89.992,46.359,16.177,31.94,-101.999,0.252,-0,-9.077,-0.013,77.301,89.989,18443.07,3925.969,11.767,0.064,9.791,227.382,180.34,3.03,1557.73,8.627,302.058,0.512,0.277,0.048,0.187,0.512,0.04,0.122,0,0,0,0,0,-0.002,5.394,90,6.653,868.522,0.001,335.331,0.716,43990096.552,15.524,189.288,0.05,0.029,0.03
3.381,405.928,1295.928,237.24,241.896,54.802,57.797,70.482,0.01,70.482,89.992,47.228,18.364,31.94,-101.999,0.635,0,-4.037,-0.004,76.956,89.991,18404.378,3887.278,11.73,0.064,9.791,226.375,180.137,2.978,1545.682,8.578,311.053,0.515,0.277,0.05,0.188,0.516,0.102,0.304,0,0,0,0,0,-0,4.97,90,6.576,867.267,0.001,335.284,0.725,44462099.746,15.524,189.288,0.029,0.029,0.03
3.41,412.779,1302.779,238.808,243.537,54.169,57.249,71.85,0.01,71.85,89.992,47.763,18.524,31.94,-101.999,0.669,-0,0.25,-0.008,76.901,89.992,18382.106,3865.005,11.709,0.064,9.791,226.331,180.02,2.983,1538.746,8.55,316.219,0.517,0.277,0.051,0.189,0.518,0.108,0.321,0,0,0,0,0,0,4.873,90,6.532,866.539,0.001,335.257,0.729,44734637.837,15.524,189.288,0.027,0.03,0.03
3.437,419.205,1309.205,240.256,245.053,53.823,56.64,73.137,0.01,73.137,89.992,48.25,17.64,31.94,-101.999,0.531,-0,3.912,-0.01,76.959,89.993,18361.348,3844.248,11.689,0.064,9.791,226.77,179.911,3.018,1532.283,8.523,321.053,0.519,0.276,0.052,0.19,0.519,0.085,0.256,0,0,0,0,0,0,5.06,90,6.49,865.855,0.001,335.232,0.734,44996394.64,15.524,189.288,0.033,0.03,0.031
3.47,427.227,1317.227,242.041,246.914,53.486,55.881,74.752,0.01,74.752,89.992,48.811,16.184,31.94,-101.999,0.319,-0,7.098,-0.019,77.146,89.993,18335.604,3818.504,11.664,0.064,9.791,227.436,179.775,3.07,1524.267,8.491,326.884,0.521,0.276,0.054,0.191,0.521,0.051,0.155,0,0,0,0,0,0.001,5.001,90,6.438,865.002,0.001,335.2,0.74,45305411.812,15.524,189.288,0.05,0.031,0.031
3.52,439.372,1329.372,244.699,249.666,53.059,54.761,77.207,0.011,77.207,89.992,49.555,13.549,31.94,-101.999,0.051,0,-8.704,-0.125,77.558,89.993,18296.989,3779.888,11.627,0.064,9.791,228.308,179.57,3.139,1512.242,8.442,335.653,0.524,0.276,0.056,0.193,0.524,0.008,0.027,-0,0,0,0,0,-0.002,4.664,90,6.359,863.71,0.001,335.153,0.748,45750392.521,15.524,189.288,0.05,0.031,0.031
3.57,451.673,1341.673,247.34,252.376,52.526,53.697,79.7,0.011,79.7,89.992,50.168,11.153,31.94,-101.999,0.367,0,-5.924,-0.02,77.939,89.989,18258.297,3741.197,11.589,0.064,9.791,227.473,179.365,3.099,1500.194,8.392,344.732,0.528,0.276,0.058,0.194,0.528,0.058,0.181,0,0,0,0,0,-0.001,4.339,90,6.279,862.401,0.001,335.104,0.756,46185999.621,15.524,189.288,0.044,0.032,0.031
3.614,462.616,1352.616,249.638,254.721,51.806,52.791,81.92,0.012,81.92,89.992,50.634,10.151,31.94,-101.999,0.47,0,-1.199,-0.01,78.1,89.986,18224.221,3707.12,11.556,0.064,9.791,227.254,179.183,3.096,1489.583,8.348,352.782,0.531,0.275,0.06,0.196,0.531,0.075,0.233,0,0,0,0,0,-0,4.115,90,6.208,861.237,0.001,335.061,0.763,46563057.688,15.524,189.288,0.034,0.032,0.032
3.648,471.017,1361.017,251.364,256.48,51.082,52.096,83.624,0.012,83.624,89.992,50.973,10.228,31.94,-101.999,0.43,-0,2.76,-0.008,78.073,89.985,18198.268,3681.167,11.531,0.064,9.791,227.426,179.044,3.117,1481.502,8.315,358.948,0.533,0.275,0.062,0.197,0.534,0.069,0.214,-0,0,0,0,0,0,4.098,90,6.153,860.344,0.001,335.028,0.768,46850487.928,15.524,189.288,0.036,0.032,0.032
3.684,480.088,1370.088,253.184,258.34,50.145,51.35,85.463,0.013,85.463,89.992,51.354,11.06,31.94,-101.999,0.287,0,6.204,-0.009,77.908,89.985,18170.443,3653.343,11.503,0.064,9.791,227.905,178.894,3.157,1472.838,8.279,365.618,0.536,0.275,0.064,0.198,0.536,0.046,0.143,-0,0,0,0,0,0.001,4.215,90,6.094,859.379,0.001,334.992,0.774,47158523.494,15.524,189.288,0.05,0.033,0.032
3.734,492.81,1382.81,255.652,260.88,48.532,50.41,88.046,0.013,88.046,89.991,51.965,13.632,31.94,-101.999,0.126,-0,-7.485,-0.014,77.543,89.988,18131.752,3614.651,11.465,0.064,9.791,228.463,178.685,3.206,1460.79,8.229,374.638,0.54,0.274,0.066,0.199,0.54,0.02,0.065,-0,0,0,0,0,-0.001,3.92,90,6.012,858.026,0.001,334.942,0.781,47559731.834,15.524,189.288,0.05,0.033,0.033
3.784,505.652,1395.652,258.039,263.366,47.003,49.529,90.662,0.014,90.662,89.991,52.705,15.615,31.94,-101.999,0.437,0,-3.224,-0.008,77.259,89.991,18093.061,3575.96,11.427,0.064,9.791,227.643,178.476,3.167,1448.742,8.179,383.925,0.544,0.274,0.069,0.201,0.544,0.07,0.222,0,0,0,0,0,-0,3.576,90,5.928,856.66,0.001,334.891,0.789,47948046.7,15.524,189.288,0.033,0.034,0.033
